Datetime,PJME_MW,year,month,hour,dayofweek,is_weekend,is_holiday,hour_sin,hour_cos,month_sin,month_cos,dayofweek_sin,dayofweek_cos
2016-01-01 00:00:00,26686.0,2016,1,0,4,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 01:00:00,25509.0,2016,1,1,4,0,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 02:00:00,24599.0,2016,1,2,4,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 03:00:00,23896.0,2016,1,3,4,0,0,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 04:00:00,23567.0,2016,1,4,4,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 05:00:00,23673.0,2016,1,5,4,0,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 06:00:00,24286.0,2016,1,6,4,0,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 07:00:00,25025.0,2016,1,7,4,0,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 08:00:00,25512.0,2016,1,8,4,0,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 09:00:00,26047.0,2016,1,9,4,0,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 10:00:00,27098.0,2016,1,10,4,0,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 11:00:00,28037.0,2016,1,11,4,0,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 12:00:00,28543.0,2016,1,12,4,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 13:00:00,28838.0,2016,1,13,4,0,0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 14:00:00,28961.0,2016,1,14,4,0,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 15:00:00,29023.0,2016,1,15,4,0,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 16:00:00,29300.0,2016,1,16,4,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 17:00:00,30529.0,2016,1,17,4,0,0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 18:00:00,32845.0,2016,1,18,4,0,0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 19:00:00,32868.0,2016,1,19,4,0,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 20:00:00,32530.0,2016,1,20,4,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 21:00:00,32131.0,2016,1,21,4,0,0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 22:00:00,31318.0,2016,1,22,4,0,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-01 23:00:00,29930.0,2016,1,23,4,0,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2016-01-02 00:00:00,28315.0,2016,1,0,5,1,0,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 01:00:00,26953.0,2016,1,1,5,1,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 02:00:00,26080.0,2016,1,2,5,1,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 03:00:00,25632.0,2016,1,3,5,1,0,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 04:00:00,25476.0,2016,1,4,5,1,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 05:00:00,25755.0,2016,1,5,5,1,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 06:00:00,26588.0,2016,1,6,5,1,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 07:00:00,27840.0,2016,1,7,5,1,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 08:00:00,28891.0,2016,1,8,5,1,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 09:00:00,29641.0,2016,1,9,5,1,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 10:00:00,29815.0,2016,1,10,5,1,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 11:00:00,29699.0,2016,1,11,5,1,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 12:00:00,29286.0,2016,1,12,5,1,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 13:00:00,28697.0,2016,1,13,5,1,0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 14:00:00,28132.0,2016,1,14,5,1,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 15:00:00,27984.0,2016,1,15,5,1,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 16:00:00,28332.0,2016,1,16,5,1,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 17:00:00,29770.0,2016,1,17,5,1,0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 18:00:00,32574.0,2016,1,18,5,1,0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 19:00:00,33041.0,2016,1,19,5,1,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 20:00:00,32878.0,2016,1,20,5,1,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 21:00:00,32586.0,2016,1,21,5,1,0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 22:00:00,31877.0,2016,1,22,5,1,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-02 23:00:00,30590.0,2016,1,23,5,1,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2016-01-03 00:00:00,29036.0,2016,1,0,6,1,0,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2016-01-03 01:00:00,27708.0,2016,1,1,6,1,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2016-01-03 02:00:00,26836.0,2016,1,2,6,1,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2016-01-03 03:00:00,26451.0,2016,1,3,6,1,0,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2016-01-03 04:00:00,26312.0,2016,1,4,6,1,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2016-01-03 05:00:00,26554.0,2016,1,5,6,1,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2016-01-03 06:00:00,27150.0,2016,1,6,6,1,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2016-01-03 07:00:00,28180.0,2016,1,7,6,1,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2016-01-03 08:00:00,28910.0,2016,1,8,6,1,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2016-01-03 09:00:00,29277.0,2016,1,9,6,1,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2016-01-03 10:00:00,28915.0,2016,1,10,6,1,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2016-01-03 11:00:00,28382.0,2016,1,11,6,1,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2016-01-03 12:00:00,28065.0,2016,1,12,6,1,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2016-01-03 13:00:00,27862.0,2016,1,13,6,1,0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2016-01-03 14:00:00,27755.0,2016,1,14,6,1,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2016-01-03 15:00:00,27765.0,2016,1,15,6,1,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
